Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Steinhoff International,21.094,14.487,1.2935,27.486,456,Consumer Discretionary,Furniture & Fixtures,Europe,Netherlands,Netherlands,,Markus Johannes Jooste,http://www.forbes.com/companies/steinhoff-international/,0.047060322,0.089286947
Wheelock,16.714,7.804,2.0991,67.126,457,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Chun-Kuen Woo,http://www.forbes.com/companies/wheelock-co/,0.031271043,0.268977447
Marsh & McLennan,37.836,13.199,1.768,18.19,458,Financials,Insurance Brokers,North America,United States,New York,New York,Daniel S. Glaser,http://www.forbes.com/companies/marsh-mclennan/,0.097196262,0.133949542
CBS,29.499,13.166,1.261,24.238,459,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Leslie Moonves,http://www.forbes.com/companies/cbs/,0.052025745,0.095777001
Fujitsu,12.479,41.705,1.1934,27.104,460,Information Technology,Computer Hardware,Asia,Japan,Japan,,Masami Yamamoto,http://www.forbes.com/companies/fujitsu/,0.044030401,0.028615274
Statoil,56.24,45.665,-2.8926,104.53,461,Energy,Oil & Gas Operations,Europe,Norway,Norway,,Eldar Sætre,http://www.forbes.com/companies/statoil/,-0.027672439,-0.063343918
Wesfarmers,37.822,50.033,0.4393,29.977,461,Consumer Staples,Food Retail,Australia,Australia,Australia,,Richard J. B. Goyder,http://www.forbes.com/companies/wesfarmers/,0.014654569,0.008780205
Axis Bank,18.788,7.844,1.2753,80.367,463,Financials,Regional Banks,Asia,India,India,,Shikha Sharma,http://www.forbes.com/companies/axis-bank/,0.015868453,0.162582866
HeidelbergCement,18.546,16.776,0.7815,40.449,463,Materials,Construction Materials,Europe,Germany,Germany,,Bernd Scheifele,http://www.forbes.com/companies/heidelbergcement/,0.019320626,0.046584406
Illinois Tool Works,45.535,13.599,2.035,15.201,465,Industrials,Other Industrial Equipment,North America,United States,Illinois,Illinois,Ernest Scott Santi,http://www.forbes.com/companies/illinois-tool-works/,0.133872772,0.149643356
Formosa Petrochemical,33.596,16.935,2.3492,14.036,466,Energy,Oil & Gas Operations,Asia,Taiwan,Taiwan,,Ming Tsao,http://www.forbes.com/companies/formosa-petrochemical/,0.167369621,0.13871863
Marriott International,34.881,17.072,0.78,24.14,467,Consumer Discretionary,Hotels & Motels,North America,United States,Maryland,Maryland,Arne M. Sorenson,http://www.forbes.com/companies/marriott-international/,0.032311516,0.045688847
Adidas,39.605,21.34,1.1261,16.007,468,Consumer Discretionary,Apparel/Accessories,Europe,Germany,Germany,,Kasper Bo Rørsted,http://www.forbes.com/companies/adidas/,0.070350472,0.052769447
CLP Holdings,26.76,10.233,1.6375,26.567,469,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Richard Kendall Lancaster,http://www.forbes.com/companies/clp-holdings/,0.061636617,0.160021499
Thomson Reuters,31.352,11.172,1.101,27.852,470,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,Jim Smith,http://www.forbes.com/companies/thomson-reuters/,0.039530375,0.098549946
Kering,33.671,13.7,0.9127,25.461,471,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,François-Henri Pinault,http://www.forbes.com/companies/kering/,0.035846982,0.066620438
Colgate-Palmolive,64.944,15.195,2.441,12.123,472,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian M. Cook,http://www.forbes.com/companies/colgate-palmolive/,0.2013528,0.160644949
Richemont,44.337,11.483,1.1405,22.61,472,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Nicolas Bos,http://www.forbes.com/companies/richemont/,0.050442282,0.099320735
Shin-Etsu Chemical,36.212,11.284,1.5429,20.991,474,Materials,Diversified Chemicals,Asia,Japan,Japan,,Chihiro Kanagawa,http://www.forbes.com/companies/shin-etsu-chemical/,0.07350293,0.136733428
Mapfre,10.515,23.302,0.8579,67.449,475,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Huertas Mejías,http://www.forbes.com/companies/mapfre/,0.01271924,0.036816582
Poste Italiane,8.639,36.558,0.6881,203.783,475,Financials,Life & Health Insurance,Europe,Italy,Italy,,Matteo del Fante,http://www.forbes.com/companies/poste-italiane/,0.003376631,0.018822146
Aisin Seiki,13.159,31.706,1.0987,27.694,477,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Kanshiro Toyoda,http://www.forbes.com/companies/aisin-seiki/,0.039672853,0.034652747
Mitsubishi,34.711,57.046,-0.1642,129.113,478,Industrials,Trading Companies,Asia,Japan,Japan,,Ken Kobayashi,http://www.forbes.com/companies/mitsubishi/,-0.001271754,-0.002878379
Mitsubishi Estate,25.434,10.322,0.8686,46.337,479,Financials,Real Estate,Asia,Japan,Japan,,Junichi Yoshida,http://www.forbes.com/companies/mitsubishi-estate/,0.018745279,0.084150358
PPL,25.373,7.517,1.896,38.315,479,Utilities,Electric Utilities,North America,United States,Pennsylvania,Pennsylvania,William H. Spence,http://www.forbes.com/companies/ppl/,0.049484536,0.252228283
Waste Management,32.344,13.609,1.182,21.323,481,Industrials,Environmental & Waste,North America,United States,Texas,Texas,"James C. Fish, Jr.",http://www.forbes.com/companies/waste-management/,0.0554331,0.086854288
Micron Technology,31.552,14.733,0.689,32.355,482,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,Sanjay Mehrotra,http://www.forbes.com/companies/micron-technology/,0.021295008,0.046765764
Larsen & Toubro,24.503,15.697,0.8141,29.773,483,Industrials,Construction Services,Asia,India,India,,Anil Manibhai,http://www.forbes.com/companies/larsen-toubro/,0.027343566,0.051863413
Aegon,9.958,36.61,0.5011,437.433,484,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Alexander Rijn Wynaendts,http://www.forbes.com/companies/aegon/,0.001145547,0.013687517
Teva Pharmaceutical,32.422,21.895,0.3369,92.89,485,Health Care,Pharmaceuticals,Asia,Israel,Israel,,Yitzhak Peterburg,http://www.forbes.com/companies/teva-pharmaceutical/,0.00362687,0.015387075
Compass Group,31.115,27.823,1.4078,13.694,486,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Richard John Cousins,http://www.forbes.com/companies/compass-group/,0.102804148,0.050598426
Suncor Energy,51.686,20.233,0.3276,66.144,487,Energy,Oil & Gas Operations,North America,Canada,Canada,,Steven Walter Williams,http://www.forbes.com/companies/suncor-energy/,0.00495283,0.016191371
EDP-Energias de Portugal,12.271,16.145,1.0626,46.497,488,Utilities,Electric Utilities,Europe,Portugal,Portugal,,António Luís Guerra Nunes Mexia,http://www.forbes.com/companies/edp-energias-de-portugal/,0.022853087,0.065816042
Syngenta,40.907,12.785,1.1749,19.54,489,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,John Ramsay,http://www.forbes.com/companies/syngenta/,0.060127943,0.091896754
Tenaga Nasional,17.435,10.922,1.7274,30.912,490,Utilities,Electric Utilities,Asia,Malaysia,Malaysia,,Azman bin Mohammed,http://www.forbes.com/companies/tenaga-nasional/,0.055881211,0.158157847
Credit Suisse Group,30.142,29.933,-2.7538,806.672,491,Financials,Major Banks,Europe,Switzerland,Switzerland,,Tidjane Thiam,http://www.forbes.com/companies/credit-suisse-group/,-0.003413779,-0.091998797
Hana Financial Group,9.654,11.082,1.1278,288.274,492,Financials,Regional Banks,Asia,South Korea,South Korea,,Jung-Tai Kim,http://www.forbes.com/companies/hana-financial/,0.00391225,0.101768634
Sampo,26.458,6.867,1.8252,39.81,493,Financials,Diversified Insurance,Europe,Finland,Finland,,Kari Henrik Stadigh,http://www.forbes.com/companies/sampo/,0.045847777,0.265792923
Bank Mandiri,21.369,7.477,1.0381,77.107,494,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Kartika Wirjoatmodjo,http://www.forbes.com/companies/bank-mandiri/,0.01346311,0.138839107
Schlumberger,109.201,27.81,-1.687,77.956,495,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Paal Kibsgaard,http://www.forbes.com/companies/schlumberger/,-0.021640413,-0.060661633
UniCredit Group,33.346,24.42,-13.0421,906.592,496,Financials,Regional Banks,Europe,Italy,Italy,,Jean-Pierre Mustier,http://www.forbes.com/companies/unicredit-group/,-0.014385854,-0.534074529
M&T Bank,23.529,5.661,1.3048,123.449,497,Financials,Regional Banks,North America,United States,New York,New York,Robert G. Wilmers,http://www.forbes.com/companies/mt-bank/,0.010569547,0.230489313
Thales,20.594,16.466,1.0469,23.932,497,Industrials,Aerospace & Defense,Europe,France,France,,Patrice Caine,http://www.forbes.com/companies/thales/,0.043744777,0.063579497
Applied Materials,42.038,11.846,2.138,15.244,499,Information Technology,Semiconductors,North America,United States,California,California,Gary E. Dickerson,http://www.forbes.com/companies/applied-materials/,0.140251902,0.180482863
Royal Bank of Scotland,34.971,21.609,-7.0946,986.859,500,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross Maxwell McEwan,http://www.forbes.com/companies/royal-bank-of-scotland/,-0.007189072,-0.328316905
SK Telecom,16.325,14.732,1.43,25.913,501,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Jung-Ho Park,http://www.forbes.com/companies/sk-telecom/,0.055184656,0.097067608
TE Connectivity,25.976,12.468,2.071,17.615,502,Information Technology,Electronics,Europe,Switzerland,Switzerland,,Terrence R. Curtin,http://www.forbes.com/companies/te-connectivity/,0.117570253,0.166105229
Caterpillar,56.021,38.537,-0.067,74.704,503,Industrials,Heavy Equipment,North America,United States,Illinois,Illinois,"Donald James Umpleby, III",http://www.forbes.com/companies/caterpillar/,-0.000896873,-0.001738589
China Merchants Shekou Industrial Zone Holdings,20.841,8.64,1.4422,36.079,504,Financials,Real Estate,Asia,China,China,,Yong Jun Xu,http://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings/,0.039973392,0.166921296
Ecolab,36.33,13.022,1.2296,18.33,505,Materials,Specialized Chemicals,North America,United States,Michigan,Michigan,"Douglas M. Baker, Jr.",http://www.forbes.com/companies/ecolab/,0.067081288,0.09442482
H&M,39.938,22.671,2.1503,10.857,506,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,Sweden,,Karl-Johan Persson,http://www.forbes.com/companies/hm/,0.198056553,0.094848044
Omnicom Group,20.104,15.48,1.1423,23.165,506,Consumer Discretionary,Advertising,North America,United States,New York,New York,John D. Wren,http://www.forbes.com/companies/omnicom-group/,0.049311461,0.07379199
Chinatrust Financial,11.825,10.985,0.866,150.152,508,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Yi Kuei Wu,http://www.forbes.com/companies/chinatrust-financial/,0.005767489,0.078834775
Komatsu,24.277,15.748,0.9389,22.957,509,Industrials,Heavy Equipment,Asia,Japan,Japan,,Tetsuji Ohashi,http://www.forbes.com/companies/komatsu/,0.040898201,0.059620269
Haitong Securities,22.872,6.264,1.2131,80.706,510,Financials,Investment Services,Asia,China,China,,Qiu Ping Qu,http://www.forbes.com/companies/haitong-securities/,0.015031101,0.193662197
Grupo ACS,11.168,36.276,0.8308,35.2,511,Industrials,Construction Services,Europe,Spain,Spain,,Florentino Pérez Rodríguez,http://www.forbes.com/companies/grupo-acs/,0.023602273,0.022902194
Resona Holdings,11.669,6.659,1.6889,410.703,512,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.004112217,0.253626671
Bharti Airtel,21.445,14.658,0.702,34.828,513,Telecommunication Services,Telecommunications services,Asia,India,India,,Gopal Vittal,http://www.forbes.com/companies/bharti-airtel/,0.020156196,0.047891936
Deutsche Lufthansa,7.416,35.022,1.9646,37.765,513,Industrials,Airline,Europe,Germany,Germany,,Carsten Spohr,http://www.forbes.com/companies/deutsche-lufthansa/,0.052021713,0.056096168
Al Rajhi Bank,27.635,4.508,2.1665,90.546,515,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Stefano Paolo Bertamini,http://www.forbes.com/companies/al-rajhi-bank/,0.023927065,0.480590062
Swisscom,22.501,11.818,1.6282,21.109,516,Telecommunication Services,Telecommunications services,Europe,Switzerland,Switzerland,,Urs Schaeppi,http://www.forbes.com/companies/swisscom/,0.077132976,0.137772889
Couche Tard,25.856,35.668,1.1387,13.785,517,Consumer Staples,Food Retail,North America,Canada,Canada,,Brian P. Hannasch,http://www.forbes.com/companies/couche-tard/,0.08260428,0.031924975
Loews,15.905,12.994,0.654,76.594,517,Financials,Diversified Insurance,North America,United States,New York,New York,Jim Tisch,http://www.forbes.com/companies/loews/,0.008538528,0.050330922
ConocoPhillips,61.283,23.848,-3.615,89.772,519,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Ryan M. Lance,http://www.forbes.com/companies/conocophillips/,-0.040268681,-0.151585039
Baxter International,28.61,10.163,4.946,15.546,520,Health Care,Medical Equipment & Supplies,North America,United States,Illinois,Illinois,Joe Almeida,http://www.forbes.com/companies/baxter-international/,0.318152579,0.486667323
Praxair,33.905,10.534,1.5,19.332,521,Materials,Specialized Chemicals,North America,United States,Connecticut,Connecticut,Stephen F. Angel,http://www.forbes.com/companies/praxair/,0.077591558,0.142396051
Kyocera,19.884,12.895,1.108,26.518,522,Information Technology,Electronics,Asia,Japan,Japan,,Goro Yamaguchi,http://www.forbes.com/companies/kyocera/,0.04178294,0.085924777
Garanti Bank,10.192,9.19,1.6565,88.096,523,Financials,Regional Banks,Europe,Turkey,Turkey,,Ali Fuat Erbil,http://www.forbes.com/companies/garanti-bank/,0.018803351,0.180250272
China Unicom,33.778,41.303,0.1016,88.86,524,Telecommunication Services,Telecommunications services,Asia,Hong Kong,Hong Kong,,Xiao Chu Wang,http://www.forbes.com/companies/china-unicom/,0.001143372,0.00245987
CIC Group,7.882,11.712,1.3012,304.789,525,Financials,Regional Banks,Europe,France,France,,Alain Fradin,http://www.forbes.com/companies/cic-group/,0.004269183,0.111099727
Kubota,18.47,14.689,1.2193,22.897,526,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.053251518,0.083007693
Isbank,7.907,11.652,1.7519,118.024,527,Financials,Regional Banks,Europe,Turkey,Turkey,,Adnan Bali,http://www.forbes.com/companies/isbank/,0.014843591,0.150351871
Astellas Pharma,27.98,12.08,1.9137,15.895,528,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Yoshihiko Hatanaka,http://www.forbes.com/companies/astellas-pharma/,0.120396351,0.158418874
CNOOC,54.818,22.027,0.0959,91.759,529,Energy,Oil & Gas Operations,Asia,Hong Kong,Hong Kong,,Guang Yu Yuan,http://www.forbes.com/companies/cnooc/,0.001045129,0.004353748
Simon Property Group,53.039,5.426,1.7543,31.104,530,Financials,Real Estate,North America,United States,Indiana,Indiana,David E. Simon,http://www.forbes.com/companies/simon-property-group/,0.056401106,0.323313675
ASML Holding,56.8,7.516,1.7223,19.742,531,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Peter T. F. M. Wennink,http://www.forbes.com/companies/asml-holding/,0.087240401,0.229151144
British Sky Broadcasting,20.642,17.078,0.8474,22.851,531,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,David Jeremy Darroch,http://www.forbes.com/companies/british-sky-broadcasting/,0.037083716,0.049619393
Cummins,25.102,17.526,1.394,15.011,533,Industrials,Heavy Equipment,North America,United States,Indiana,Indiana,Tom Linebarger,http://www.forbes.com/companies/cummins/,0.092865232,0.079538971
China Zheshang Bank,9.754,8.077,1.5272,194.981,534,Financials,Regional Banks,Asia,China,China,,Ren Shen,http://www.forbes.com/companies/china-zheshang-bank/,0.007832558,0.189080104
Standard Chartered,30.249,19.433,-0.247,646.692,535,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Bill Winters,http://www.forbes.com/companies/standard-chartered/,-0.000381944,-0.012710338
Tokyo Electric Power,6.135,50.161,1.0195,105.532,536,Utilities,Electric Utilities,Asia,Japan,Japan,,Fumio Sudo,http://www.forbes.com/companies/tokyo-electric-power/,0.009660577,0.020324555
Cognizant Technology,35.563,13.487,1.554,14.262,537,Information Technology,Computer Services,North America,United States,New Jersey,New Jersey,Francisco D'Souza,http://www.forbes.com/companies/cognizant-technology/,0.108960875,0.115222066
Viacom,17.967,12.658,1.385,23.312,538,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Robert M. Bakish,http://www.forbes.com/companies/viacom/,0.059411462,0.10941697
Sasol,19.845,11.799,0.9929,27.57,539,Materials,Diversified Chemicals,Africa,South Africa,South Africa,,Stephen Russell Cornell,http://www.forbes.com/companies/sasol/,0.036013783,0.084151199
Public Service Enterprise Group,22.638,8.831,0.887,40.07,540,Utilities,Electric Utilities,North America,United States,New Jersey,New Jersey,Ralph Izzo,http://www.forbes.com/companies/public-service-enterprise-group/,0.022136262,0.100441626
