Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
Atlantia,Industrials,Other Transportation,Europe,Italy,21.6,4.8,0.8,40.7,676,http://www.forbes.com/companies/atlantia/,0.01965602,0.166666667,,,,,,,,,,,,
Industrial Bank of Korea,Financials,Regional Banks,Asia,South Korea,6.4,8.9,0.8,201.4,677,http://www.forbes.com/companies/industrial-bank-of-korea/,0.003972195,0.08988764,,,,,,,,,,,,
DTE Energy,Utilities,Electric Utilities,North America,United States,13.2,9.6,0.7,25.9,678,http://www.forbes.com/companies/dte-energy/,0.027027027,0.072916667,,,,,,,,,,,,
Toray Industries,Materials,Diversified Chemicals,Asia,Japan,10.8,18.1,0.6,18.4,679,http://www.forbes.com/companies/toray-industries/,0.032608696,0.033149171,,,,,,,,,,,,
Northeast Utilities,Utilities,Electric Utilities,North America,United States,14.2,7.3,0.8,27.8,679,http://www.forbes.com/companies/northeast-utilities/,0.028776978,0.109589041,,,,,,,,,,,,
First Gulf Bank,Financials,Regional Banks,Asia,United Arab Emirates,17.5,2.7,1.3,53.1,679,http://www.forbes.com/companies/first-gulf-bank/,0.024482109,0.481481481,,,,,,,,,,,,
Seagate Technology,Information Technology,Computer Storage Devices,Europe,Ireland,18.7,14,1.6,8.9,682,http://www.forbes.com/companies/seagate-technology/,0.179775281,0.114285714,,,,,,,,,,,,
VimpelCom,Telecommunication Services,Telecommunications services,Europe,Netherlands,15.9,21.9,-1.4,50.4,682,http://www.forbes.com/companies/vimpelcom/,-0.027777778,-0.063926941,,,,,,,,,,,,
Ooredoo Telecom,Telecommunication Services,Telecommunications services,Asia,Qatar,12.4,9.3,0.7,26.8,684,http://www.forbes.com/companies/ooredoo-telecom/,0.026119403,0.075268817,,,,,,,,,,,,
China Cinda Asset Management,,,Asia,China,20.1,4,1.2,46.2,685,http://www.forbes.com/companies/china-cinda-asset-management/,0.025974026,0.3,,,,,,,,,,,,
Ingersoll-Rand,Industrials,Conglomerates,Europe,Ireland,15.9,12.4,0.6,17.7,686,http://www.forbes.com/companies/ingersoll-rand/,0.033898305,0.048387097,,,,,,,,,,,,
PTT Global Chemical,Materials,Diversified Chemicals,Asia,Thailand,10.1,18,1.1,13.2,687,http://www.forbes.com/companies/ptt-global-chemical/,0.083333333,0.061111111,,,,,,,,,,,,
Sanlam,Financials,Life & Health Insurance,Africa,South Africa,12.1,5.7,0.8,53.3,688,http://www.forbes.com/companies/sanlam/,0.015009381,0.140350877,,,,,,,,,,,,
Banco de Sabadell,Financials,Regional Banks,Europe,Spain,13,9.5,0.3,225.2,688,http://www.forbes.com/companies/banco-de-sabadell/,0.001332149,0.031578947,,,,,,,,,,,,
Li & Fung,Industrials,Trading Companies,Asia,Hong Kong,12.5,20.7,0.8,12.5,690,http://www.forbes.com/companies/li-fung/,0.064,0.038647343,,,,,,,,,,,,
Liberty Interactive,Consumer Discretionary,Internet & Catalog Retail,North America,United States,14.9,11.3,0.5,24.4,691,http://www.forbes.com/companies/liberty-interactive/,0.020491803,0.044247788,,,,,,,,,,,,
Henderson Land,Financials,Real Estate,Asia,Hong Kong,15.7,3,2.1,39.2,692,http://www.forbes.com/companies/henderson-land/,0.053571429,0.7,,,,,,,,,,,,
CSR,Industrials,Heavy Equipment,Asia,China,11.6,14.1,0.6,19,693,http://www.forbes.com/companies/csr/,0.031578947,0.042553191,,,,,,,,,,,,
Erste Group Bank,Financials,Major Banks,Europe,Austria,14.4,12.6,0.1,275.4,694,http://www.forbes.com/companies/erste-group-bank/,0.000363108,0.007936508,,,,,,,,,,,,
Scor,Financials,Diversified Insurance,Europe,France,6.5,12.8,0.7,45.5,695,http://www.forbes.com/companies/scor/,0.015384615,0.0546875,,,,,,,,,,,,
China Steel,Materials,Iron & Steel,Asia,Taiwan,12.9,11.7,0.6,22.9,696,http://www.forbes.com/companies/china-steel/,0.026200873,0.051282051,,,,,,,,,,,,
Technip,Energy,Oil Services & Equipment,Europe,France,11.4,12.4,0.7,18.3,697,http://www.forbes.com/companies/technip/,0.038251366,0.056451613,,,,,,,,,,,,
GD Power Development,Utilities,Electric Utilities,Asia,China,6.6,10.8,1,40.4,698,http://www.forbes.com/companies/gd-power-development/,0.024752475,0.092592593,,,,,,,,,,,,
Nucor,Materials,Iron & Steel,North America,United States,16.1,19.1,0.5,15.2,698,http://www.forbes.com/companies/nucor/,0.032894737,0.02617801,,,,,,,,,,,,
Hilton Worldwide Holdings,Consumer Discretionary,Hotels & Motels,North America,United States,22.2,9.7,0.4,26.7,700,http://www.forbes.com/companies/hilton-worldwide/,0.014981273,0.041237113,,,,,,,,,,,,
China Coal Energy,Materials,Diversified Metals & Mining,Asia,China,7.3,13.2,0.7,35.5,701,http://www.forbes.com/companies/china-coal-energy/,0.01971831,0.053030303,,,,,,,,,,,,
Nan Ya Plastics,Materials,Diversified Chemicals,Asia,Taiwan,16.7,10.2,0.7,17.4,702,http://www.forbes.com/companies/nan-ya-plastics/,0.040229885,0.068627451,,,,,,,,,,,,
Midea Group Co. Ltd.,Consumer Discretionary,Household Appliances,Asia,China,12.8,19.6,0.6,16,703,http://www.forbes.com/companies/gd-midea-holding/,0.0375,0.030612245,,,,,,,,,,,,
New World Development,Financials,Real Estate,Asia,Hong Kong,8.8,6.4,1.1,45.7,704,http://www.forbes.com/companies/new-world-development/,0.024070022,0.171875,,,,,,,,,,,,
Gap,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,18.3,16.1,1.3,7.8,705,http://www.forbes.com/companies/gap/,0.166666667,0.080745342,,,,,,,,,,,,
Sekisui House,Industrials,Construction Services,Asia,Japan,8.6,18.3,0.8,17.3,706,http://www.forbes.com/companies/sekisui-house/,0.046242775,0.043715847,,,,,,,,,,,,
Daiichi Sankyo,Health Care,Pharmaceuticals,Asia,Japan,11.6,10.9,0.9,17.3,707,http://www.forbes.com/companies/daiichi-sankyo/,0.052023121,0.082568807,,,,,,,,,,,,
CRH,Materials,Construction Materials,Europe,Ireland,21,23.9,-0.4,28.2,708,http://www.forbes.com/companies/crh/,-0.014184397,-0.016736402,,,,,,,,,,,,
Idemitsu Kosan,Energy,Oil & Gas Operations,Asia,Japan,3.2,49.9,0.8,29.1,708,http://www.forbes.com/companies/idemitsu-kosan/,0.027491409,0.016032064,,,,,,,,,,,,
Grupo Pão de Açúcar,Consumer Staples,Food Retail,South America,Brazil,11.7,26.7,0.5,16.1,710,http://www.forbes.com/companies/grupo-pao-de-acucar/,0.031055901,0.018726592,,,,,,,,,,,,
Bangkok Bank,Financials,Regional Banks,Asia,Thailand,10.7,4.6,1.2,79,711,http://www.forbes.com/companies/bangkok-bank/,0.015189873,0.260869565,,,,,,,,,,,,
Westfield Group,Financials,Real Estate,Australia,Australia,19.7,2.3,1.5,31.2,712,http://www.forbes.com/companies/westfield-group/,0.048076923,0.652173913,,,,,,,,,,,,
KeyCorp,Financials,Regional Banks,North America,United States,12.8,4.3,0.9,92.9,713,http://www.forbes.com/companies/keycorp/,0.009687836,0.209302326,,,,,,,,,,,,
DaVita,Health Care,Healthcare Services,North America,United States,14.8,11.8,0.6,17.1,714,http://www.forbes.com/companies/davita/,0.035087719,0.050847458,,,,,,,,,,,,
Yahoo,Information Technology,Computer Services,North America,United States,36.8,4.7,1.4,16.8,715,http://www.forbes.com/companies/yahoo/,0.083333333,0.29787234,,,,,,,,,,,,
Kansai Electric Power,Utilities,Electric Utilities,Asia,Japan,9.3,32.5,-1.3,72,716,http://www.forbes.com/companies/kansai-electric-power/,-0.018055556,-0.04,,,,,,,,,,,,
National Bank of Kuwait,Financials,Regional Banks,Asia,Kuwait,16.7,2.5,0.8,65.9,717,http://www.forbes.com/companies/national-bank-of-kuwait/,0.012139605,0.32,,,,,,,,,,,,
Deutsche Boerse,Financials,Investment Services,Europe,Germany,15.5,3,0.6,260.9,718,http://www.forbes.com/companies/deutsche-boerse/,0.002299732,0.2,,,,,,,,,,,,
Veolia Environnement,Utilities,Diversified Utilities,Europe,France,10.8,29.6,-0.2,49.9,719,http://www.forbes.com/companies/veolia-environnement/,-0.004008016,-0.006756757,,,,,,,,,,,,
Mobily,Telecommunication Services,Telecommunications services,Asia,Saudi Arabia,19,6.7,1.8,12.4,720,http://www.forbes.com/companies/mobily/,0.14516129,0.268656716,,,,,,,,,,,,
Marks & Spencer,Consumer Discretionary,Department Stores,Europe,United Kingdom,12.5,15.9,0.8,12.5,721,http://www.forbes.com/companies/marks-spencer/,0.064,0.050314465,,,,,,,,,,,,
Samba Financial Group,Financials,Regional Banks,Asia,Saudi Arabia,13.7,2,1.2,54.7,721,http://www.forbes.com/companies/samba-financial-group/,0.021937843,0.6,,,,,,,,,,,,
Baidu,Information Technology,Computer Services,Asia,China,55.8,5.2,1.7,11.7,723,http://www.forbes.com/companies/baidu/,0.145299145,0.326923077,,,,,,,,,,,,
Resolution,Financials,Life & Health Insurance,Europe,United Kingdom,7.2,17.2,0.3,210.8,724,http://www.forbes.com/companies/resolution/,0.00142315,0.01744186,,,,,,,,,,,,
Northern Trust,Financials,Regional Banks,North America,United States,15.6,4,0.7,102.9,725,http://www.forbes.com/companies/northern-trust/,0.006802721,0.175,,,,,,,,,,,,
Infosys,Information Technology,Computer Services,Asia,India,31.7,8.1,1.7,8.7,726,http://www.forbes.com/companies/infosys/,0.195402299,0.209876543,,,,,,,,,,,,
American Airlines Group,,,North America,United States,17.9,25.8,-1.9,26.8,726,http://www.forbes.com/companies/american-airlines-group/,-0.070895522,-0.073643411,,,,,,,,,,,,
Fujitsu,Information Technology,Computer Hardware,Asia,Japan,12.6,47.3,0.2,30.5,728,http://www.forbes.com/companies/fujitsu/,0.006557377,0.00422833,,,,,,,,,,,,
Wheelock & Co,Financials,Real Estate,Asia,Hong Kong,8.1,4.3,3.1,62.8,729,http://www.forbes.com/companies/wheelock-co/,0.049363057,0.720930233,,,,,,,,,,,,
Dentsu,Consumer Discretionary,Advertising,Asia,Japan,10.8,22.4,0.4,22.2,730,http://www.forbes.com/companies/dentsu/,0.018018018,0.017857143,,,,,,,,,,,,
Wolseley,Materials,Construction Materials,Europe,Switzerland,15.2,21,0.6,10.9,731,http://www.forbes.com/companies/wolseley/,0.055045872,0.028571429,,,,,,,,,,,,
Citic Securities,Financials,Investment Services,Asia,China,19,2.7,0.9,44.8,732,http://www.forbes.com/companies/citic-securities/,0.020089286,0.333333333,,,,,,,,,,,,
Williams Cos,Energy,Oil Services & Equipment,North America,United States,28.1,6.9,0.4,27.1,733,http://www.forbes.com/companies/williams-cos/,0.014760148,0.057971014,,,,,,,,,,,,
QBE Insurance Group,Financials,Property & Casualty Insurance,Australia,Australia,14.7,16.1,-0.3,47.3,734,http://www.forbes.com/companies/qbe-insurance-group/,-0.006342495,-0.01863354,,,,,,,,,,,,
Riyad Bank,Financials,Regional Banks,Asia,Saudi Arabia,13.9,2.2,1.1,54.7,735,http://www.forbes.com/companies/riyad-bank/,0.020109689,0.5,,,,,,,,,,,,
Mitsubishi Chemical,Materials,Diversified Chemicals,Asia,Japan,6,33.4,0.5,33.4,736,http://www.forbes.com/companies/mitsubishi-chemical/,0.01497006,0.01497006,,,,,,,,,,,,
Solvay,Materials,Diversified Chemicals,Europe,Belgium,13.4,15.1,0.4,25.4,737,http://www.forbes.com/companies/solvay/,0.015748031,0.026490066,,,,,,,,,,,,
Japan Airlines,Industrials,Airline,Asia,Japan,9,13.2,1.6,12.4,738,http://www.forbes.com/companies/japan-airlines/,0.129032258,0.121212121,,,,,,,,,,,,
Dongfeng Motor Group,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,12.4,6.1,1.5,19.2,739,http://www.forbes.com/companies/dongfeng-motor-group/,0.078125,0.245901639,,,,,,,,,,,,
Bombardier,Industrials,Aerospace & Defense,North America,Canada,6.7,18.2,0.6,29.4,740,http://www.forbes.com/companies/bombardier/,0.020408163,0.032967033,,,,,,,,,,,,
Devon Energy,Energy,Oil & Gas Operations,North America,United States,27.6,10.8,0,42.9,741,http://www.forbes.com/companies/devon-energy/,0,0,,,,,,,,,,,,
Galaxy Entertainment,Consumer Discretionary,Casinos & Gaming,Asia,Hong Kong,39.7,8.5,1.3,6,742,http://www.forbes.com/companies/galaxy-entertainment/,0.216666667,0.152941176,,,,,,,,,,,,
Luxottica Group,Consumer Discretionary,Specialty Stores,Europe,Italy,27.5,9.7,0.7,11.1,742,http://www.forbes.com/companies/luxottica-group/,0.063063063,0.072164948,,,,,,,,,,,,
"Becton, Dickinson",Health Care,Medical Equipment & Supplies,North America,United States,22.6,8.2,0.9,12,744,http://www.forbes.com/companies/becton-dickinson/,0.075,0.109756098,,,,,,,,,,,,
Grupo Inbursa,Financials,Regional Banks,North America,Mexico,16.9,4.4,1.3,27.5,744,http://www.forbes.com/companies/grupo-inbursa/,0.047272727,0.295454545,,,,,,,,,,,,
Alcoa,Materials,Aluminum,North America,United States,14.1,23,-2.3,35.7,746,http://www.forbes.com/companies/alcoa/,-0.06442577,-0.1,,,,,,,,,,,,
Thomson Reuters,Consumer Discretionary,Printing & Publishing,North America,United States,28.3,12.7,0.1,32.4,747,http://www.forbes.com/companies/thomson-reuters/,0.00308642,0.007874016,,,,,,,,,,,,
Best Buy,Information Technology,Computer & Electronics Retail,North America,United States,9.2,42.4,0.5,14,748,http://www.forbes.com/companies/best-buy/,0.035714286,0.011792453,,,,,,,,,,,,
West Japan Railway,Industrials,Railroads,Asia,Japan,7.8,13.5,0.6,24.8,749,http://www.forbes.com/companies/west-japan-railway/,0.024193548,0.044444444,,,,,,,,,,,,
Canadian Pacific Railway,Industrials,Railroads,North America,Canada,26.5,6,0.8,16.1,750,http://www.forbes.com/companies/canadian-pacific-railway/,0.049689441,0.133333333,,,,,,,,,,,,
BRF-Brasil Foods,Consumer Staples,Food Processing,South America,Brazil,17.5,14.1,0.5,13.7,751,http://www.forbes.com/companies/brf-brasil-foods/,0.03649635,0.035460993,,,,,,,,,,,,
Fosun International,Materials,Iron & Steel,Asia,China,8.2,8.3,0.9,30.2,751,http://www.forbes.com/companies/fosun-international/,0.029801325,0.108433735,,,,,,,,,,,,
Allergan,Health Care,Pharmaceuticals,North America,United States,36.9,6.3,1.3,10.6,753,http://www.forbes.com/companies/allergan/,0.122641509,0.206349206,,,,,,,,,,,,
Citic Pacific,Materials,Iron & Steel,Asia,Hong Kong,6.5,11.4,0.8,34.5,754,http://www.forbes.com/companies/citic-pacific/,0.023188406,0.070175439,,,,,,,,,,,,
Itaúsa,Industrials,Conglomerates,South America,Brazil,22.8,2.6,2.6,17.8,755,http://www.forbes.com/companies/itausa/,0.146067416,1,,,,,,,,,,,,
Chinatrust Financial,Financials,Consumer Financial Services,Asia,Taiwan,9.5,5.3,0.7,81.4,755,http://www.forbes.com/companies/chinatrust-financial/,0.008599509,0.132075472,,,,,,,,,,,,
Allied Irish Banks,Financials,Regional Banks,Europe,Ireland,105,5.2,-2.1,162.5,757,http://www.forbes.com/companies/allied-irish-banks/,-0.012923077,-0.403846154,,,,,,,,,,,,
TRW Automotive Holdings,Consumer Discretionary,Auto & Truck Parts,North America,United States,9.3,17.4,1,12.3,758,http://www.forbes.com/companies/trw-automotive-holdings/,0.081300813,0.057471264,,,,,,,,,,,,
Metallurgical Corp of China,Industrials,Construction Services,Asia,China,5,32.1,0.5,53.3,759,http://www.forbes.com/companies/metallurgical-corp-of-china/,0.009380863,0.015576324,,,,,,,,,,,,
Bunge,Consumer Staples,Food Processing,North America,United States,11.7,61.4,0.2,26.8,759,http://www.forbes.com/companies/bunge/,0.007462687,0.003257329,,,,,,,,,,,,
Kao Corp,Consumer Staples,Household/Personal Care,Asia,Japan,18.2,13.5,0.7,10.8,761,http://www.forbes.com/companies/kao-corp/,0.064814815,0.051851852,,,,,,,,,,,,
IDGC Holding,Utilities,Electric Utilities,Asia,Russia,2.4,21.3,0.6,61.1,762,http://www.forbes.com/companies/idgc-holding/,0.009819967,0.028169014,,,,,,,,,,,,
Kering,Consumer Discretionary,Apparel/Accessories,Europe,France,25.8,12.9,0.1,31.4,763,http://www.forbes.com/companies/kering/,0.003184713,0.007751938,,,,,,,,,,,,
Hyundai Steel,Materials,Iron & Steel,Asia,South Korea,7.5,12.4,0.6,28,764,http://www.forbes.com/companies/hyundai-steel/,0.021428571,0.048387097,,,,,,,,,,,,
Emirates NBD,Financials,Regional Banks,Asia,United Arab Emirates,12.8,4,0.8,93.1,765,http://www.forbes.com/companies/emirates-nbd/,0.008592911,0.2,,,,,,,,,,,,
LG Electronics,Consumer Discretionary,Consumer Electronics,Asia,South Korea,10,53.1,0.2,33.7,766,http://www.forbes.com/companies/lg-electronics/,0.005934718,0.003766478,,,,,,,,,,,,
Motorola Solutions,Information Technology,Communications Equipment,North America,United States,16.5,8.7,1.1,11.9,767,http://www.forbes.com/companies/motorola-solutions/,0.092436975,0.126436782,,,,,,,,,,,,
Telekom Indonesia,Telecommunication Services,Telecommunications services,Asia,Indonesia,19.4,7.9,1.4,10.5,768,http://www.forbes.com/companies/telekom-indonesia/,0.133333333,0.17721519,,,,,,,,,,,,
Noble Energy,Energy,Oil & Gas Operations,North America,United States,25.5,4.8,0.9,19.6,769,http://www.forbes.com/companies/noble-energy/,0.045918367,0.1875,,,,,,,,,,,,
EnBW-Energie Baden,Utilities,Electric Utilities,Europe,Germany,9.7,27.3,0.1,49.8,770,http://www.forbes.com/companies/enbw-energie-baden/,0.002008032,0.003663004,,,,,,,,,,,,
Barrick Gold,Materials,Diversified Metals & Mining,North America,Canada,20.8,12.6,-10.4,37.4,771,http://www.forbes.com/companies/barrick-gold/,-0.278074866,-0.825396825,,,,,,,,,,,,
Cognizant Technology,Information Technology,Computer Services,North America,United States,31.4,8.8,1.2,8.2,772,http://www.forbes.com/companies/cognizant-technology/,0.146341463,0.136363636,,,,,,,,,,,,
International Airlines,Industrials,Airline,Europe,United Kingdom,14.3,24.7,0.2,28.6,773,http://www.forbes.com/companies/international-airlines/,0.006993007,0.008097166,,,,,,,,,,,,
Mercantil Servicios,Financials,Regional Banks,South America,Venezuela,14.4,4.1,1.2,38,773,http://www.forbes.com/companies/mercantil-servicios/,0.031578947,0.292682927,,,,,,,,,,,,
Peugeot,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,6.6,71.8,-3.1,82.2,775,http://www.forbes.com/companies/peugeot/,-0.037712895,-0.043175487,,,,,,,,,,,,
Murata Manufacturing,Information Technology,Electronics,Asia,Japan,21.3,8.4,0.9,11.6,776,http://www.forbes.com/companies/murata-manufacturing/,0.077586207,0.107142857,,,,,,,,,,,,
Cencosud,Consumer Staples,Food Retail,South America,Chile,9,20.7,0.5,19.2,777,http://www.forbes.com/companies/cencosud/,0.026041667,0.024154589,,,,,,,,,,,,
Tyco International,Industrials,Security Systems,Europe,Switzerland,19.8,10.7,0.6,12,778,http://www.forbes.com/companies/tyco-international/,0.05,0.056074766,,,,,,,,,,,,
Chubu Electric Power,Utilities,Electric Utilities,Asia,Japan,8.8,28.1,-0.6,54.9,779,http://www.forbes.com/companies/chubu-electric-power/,-0.010928962,-0.021352313,,,,,,,,,,,,
Estée Lauder Cos,Consumer Staples,Household/Personal Care,North America,United States,26.4,10.4,1,7.8,779,http://www.forbes.com/companies/estee-lauder-cos/,0.128205128,0.096153846,,,,,,,,,,,,
Skanska,Industrials,Construction Services,Europe,Sweden,9.7,21,0.6,13.6,781,http://www.forbes.com/companies/skanska/,0.044117647,0.028571429,,,,,,,,,,,,
L-3 Communications,Industrials,Aerospace & Defense,North America,United States,10.2,12.6,0.8,14,782,http://www.forbes.com/companies/l-3-communications/,0.057142857,0.063492063,,,,,,,,,,,,
Leucadia National,Industrials,Conglomerates,North America,United States,10.1,10.6,0.4,47.9,783,http://www.forbes.com/companies/leucadia-national/,0.008350731,0.037735849,,,,,,,,,,,,
VMware,Information Technology,Software & Programming,North America,United States,48.2,5.2,1,12.3,784,http://www.forbes.com/companies/vmware/,0.081300813,0.192307692,,,,,,,,,,,,
Kuehne + Nagel,Industrials,Other Transportation,Europe,Switzerland,16.9,22.6,0.6,6.9,785,http://www.forbes.com/companies/kuehne-plus-nagel/,0.086956522,0.026548673,,,,,,,,,,,,
Eastman Chemical,Materials,Specialized Chemicals,North America,United States,13.1,9.4,1.2,11.8,786,http://www.forbes.com/companies/eastman-chemical/,0.101694915,0.127659574,,,,,,,,,,,,
LG Display,Information Technology,Electronics,Asia,South Korea,9,24.7,0.4,20.6,787,http://www.forbes.com/companies/lg-display/,0.019417476,0.016194332,,,,,,,,,,,,
Cemex,Materials,Construction Materials,North America,Mexico,14.5,15.3,-0.8,37.9,788,http://www.forbes.com/companies/cemex/,-0.021108179,-0.052287582,,,,,,,,,,,,
